speed1,speed2,pid1,ad2,lqg3,control
2000,2000,0.0929,0.0677,0.6875,2
2000,2000,0.0972,0.0722,0.6876,2
2000,2000,0.1016,0.0767,0.6877,2
2000,2000,0.1059,0.0811,0.6878,2
2000,2000,0.1101,0.0854,0.688,2
2000,2000,0.1143,0.0897,0.6881,2
2000,2000,0.1185,0.094,0.6882,2
2000,2000,0.1231,0.0983,0.6883,2
2000,2000,0.1277,0.1025,0.6885,2
2000,2000,0.1322,0.1067,0.6886,2
2000,2000,0.1367,0.1108,0.6887,2
2000,2000,0.1411,0.1149,0.6888,2
2000,2000,0.1455,0.119,0.689,2
2000,2000,0.1499,0.123,0.6891,2
2000,2000,0.1542,0.127,0.6892,2
2000,2000,0.1585,0.131,0.6894,2
2000,2000,0.1627,0.1349,0.6895,2
2000,2000,0.1653,0.1388,0.6896,2
2000,2000,0.1678,0.1427,0.6897,2
2000,2000,0.1703,0.1465,0.6899,2
2000,2000,0.1728,0.1502,0.69,2
2000,2000,0.1752,0.154,0.6901,2
2000,2000,0.1776,0.1577,0.6903,2
2000,2000,0.1801,0.1614,0.6904,2
2000,2000,0.1825,0.165,0.6905,2
2000,2000,0.1849,0.1686,0.6906,2
2000,2000,0.1872,0.1722,0.6908,2
2000,2000,0.1934,0.1759,0.6909,2
2000,2000,0.1996,0.1795,0.691,2
2000,2000,0.2057,0.1831,0.6912,2
2000,2000,0.2117,0.1866,0.6913,2
2000,2000,0.2177,0.1902,0.6914,2
2000,2000,0.2237,0.1937,0.6915,2
2000,2000,0.2296,0.1971,0.6917,2
2000,2000,0.2354,0.2006,0.6918,2
2000,2000,0.2413,0.204,0.6919,2
2000,2000,0.247,0.2074,0.6921,2
2000,2000,0.2501,0.2107,0.6922,2
2000,2000,0.2531,0.214,0.6923,2
2000,2000,0.2561,0.2173,0.6925,2
2000,2000,0.2592,0.2205,0.6926,2
2000,2000,0.2621,0.2237,0.6927,2
2000,2000,0.2651,0.2269,0.6929,2
2000,2000,0.268,0.2301,0.693,2
2000,2000,0.271,0.2332,0.6931,2
2000,2000,0.2739,0.2363,0.6933,2
2000,2000,0.2767,0.2394,0.6934,2
2000,2000,0.2824,0.2426,0.6935,2
2000,2000,0.288,0.2457,0.6937,2
2000,2000,0.2936,0.2488,0.6938,2
2000,2000,0.2991,0.2518,0.6939,2
2000,2000,0.3046,0.2549,0.6941,2
2000,2000,0.3101,0.2579,0.6942,2
2000,2000,0.3155,0.2609,0.6943,2
2000,2000,0.3208,0.2639,0.6945,2
2000,2000,0.3261,0.2668,0.6946,2
2000,2000,0.3314,0.2698,0.6948,2
2000,2000,0.3342,0.2726,0.6949,2
2000,2000,0.3369,0.2755,0.695,2
2000,2000,0.3396,0.2783,0.6952,2
2000,2000,0.3423,0.2811,0.6953,2
2000,2000,0.345,0.2839,0.6954,2
2000,2000,0.3477,0.2867,0.6956,2
2000,2000,0.3504,0.2894,0.6957,2
2000,2000,0.353,0.2922,0.6959,2
2000,2000,0.3556,0.2949,0.696,2
2000,2000,0.3583,0.2976,0.6961,2
2000,2000,0.3618,0.3003,0.6963,2
2000,2000,0.3654,0.303,0.6964,2
2000,2000,0.3689,0.3056,0.6965,2
2000,2000,0.3724,0.3083,0.6967,2
2000,2000,0.3759,0.3109,0.6968,2
2000,2000,0.3794,0.3135,0.6969,2
2000,2000,0.3828,0.3161,0.6971,2
2000,2000,0.3862,0.3187,0.6972,2
2000,2000,0.3896,0.3213,0.6974,2
2000,2000,0.393,0.3238,0.6975,2
2000,2000,0.3926,0.3263,0.6976,2
2000,2000,0.3922,0.3287,0.6978,2
2000,2000,0.3919,0.3312,0.6979,2
2000,2000,0.3915,0.3336,0.698,2
2000,2000,0.3912,0.336,0.6982,2
2000,2000,0.3908,0.3384,0.6983,2
2000,2000,0.3905,0.3407,0.6984,2
2000,2000,0.3902,0.3431,0.6986,2
2000,2000,0.39,0.3454,0.6987,2
2000,2000,0.3897,0.3478,0.6988,2
2000,2000,0.3906,0.3501,0.699,2
2000,2000,0.3916,0.3524,0.6991,2
2000,2000,0.3925,0.3547,0.6992,2
2000,2000,0.3934,0.357,0.6994,2
2000,2000,0.3944,0.3593,0.6995,2
2000,2000,0.3953,0.3616,0.6996,2
2000,2000,0.3963,0.3639,0.6998,2
2000,2000,0.3972,0.3661,0.6999,2
2000,2000,0.3981,0.3683,0.7,2
2000,2000,0.3991,0.3706,0.7002,2
2000,2000,0.4032,0.3728,0.7003,2
2000,2000,0.4072,0.3751,0.7004,2
2000,2000,0.4112,0.3773,0.7006,2
2000,2000,0.4152,0.3796,0.7007,2
2000,2000,0.4192,0.3818,0.7008,2
2000,2000,0.4231,0.384,0.701,2
2000,2000,0.427,0.3862,0.7011,2
2000,2000,0.4309,0.3884,0.7012,2
2000,2000,0.4348,0.3905,0.7013,2
2000,2000,0.4386,0.3927,0.7015,2
2000,2000,0.4394,0.3948,0.7016,2
2000,2000,0.4401,0.3969,0.7017,2
2000,2000,0.4409,0.3989,0.7019,2
2000,2000,0.4417,0.401,0.702,2
2000,2000,0.4424,0.403,0.7021,2
2000,2000,0.4432,0.4051,0.7023,2
2000,2000,0.444,0.4071,0.7024,2
2000,2000,0.4448,0.4091,0.7025,2
2000,2000,0.4455,0.4111,0.7027,2
2000,2000,0.4463,0.4131,0.7028,2
2000,2000,0.4491,0.4152,0.7029,2
2000,2000,0.4518,0.4172,0.7031,2
2000,2000,0.4545,0.4192,0.7032,2
2000,2000,0.4572,0.4212,0.7033,2
2000,2000,0.4599,0.4231,0.7034,2
2000,2000,0.4625,0.4251,0.7036,2
2000,2000,0.4652,0.4271,0.7037,2
2000,2000,0.4678,0.429,0.7038,2
2000,2000,0.4704,0.431,0.704,2
2000,2000,0.473,0.4329,0.7041,2
2000,2000,0.4741,0.4348,0.7042,2
2000,2000,0.4752,0.4367,0.7044,2
2000,2000,0.4763,0.4386,0.7045,2
2000,2000,0.4773,0.4405,0.7046,2
2000,2000,0.4784,0.4423,0.7048,2
2000,2000,0.4795,0.4442,0.7049,2
2000,2000,0.4806,0.446,0.705,2
2000,2000,0.4816,0.4479,0.7051,2
2000,2000,0.4827,0.4497,0.7053,2
2000,2000,0.4838,0.4515,0.7054,2
2000,2000,0.4852,0.4533,0.7055,2
2000,2000,0.4866,0.4551,0.7057,2
2000,2000,0.4881,0.457,0.7058,2
2000,2000,0.4895,0.4587,0.7059,2
2000,2000,0.4909,0.4605,0.706,2
2000,2000,0.4923,0.4623,0.7062,2
2000,2000,0.4937,0.4641,0.7063,2
2000,2000,0.4951,0.4659,0.7064,2
2000,2000,0.4965,0.4676,0.7066,2
2000,2000,0.4979,0.4694,0.7067,2
2000,2000,0.4973,0.4711,0.7068,2
2000,2000,0.4968,0.4728,0.7069,2
2000,2000,0.4962,0.4745,0.7071,2
2000,2000,0.4957,0.4761,0.7072,2
2000,2000,0.4952,0.4778,0.7073,2
2000,2000,0.4947,0.4795,0.7075,2
2000,2000,0.4942,0.4811,0.7076,2
2000,2000,0.4938,0.4828,0.7077,2
2000,2000,0.4933,0.4844,0.7078,2
2000,2000,0.4929,0.4861,0.708,2
2000,2000,0.4926,0.4877,0.7081,2
2000,2000,0.4923,0.4894,0.7082,2
2000,2000,0.492,0.491,0.7083,2
2000,2000,0.4917,0.4926,0.7085,2
2000,2000,0.4915,0.4942,0.7086,2
2000,2000,0.4912,0.4958,0.7087,2
2000,2000,0.491,0.4974,0.7088,2
2000,2000,0.4907,0.499,0.709,2
2000,2000,0.4905,0.5006,0.7091,2
2000,2000,0.4903,0.5022,0.7092,2
2000,2000,0.4938,0.5038,0.7093,2
2000,2000,0.4972,0.5055,0.7095,2
2000,2000,0.5006,0.5071,0.7096,2
2000,2000,0.5039,0.5087,0.7097,2
2000,2000,0.5073,0.5103,0.7098,2
2000,2000,0.5106,0.512,0.71,2
2000,2000,0.5139,0.5136,0.7101,2
2000,2000,0.5172,0.5152,0.7102,2
2000,2000,0.5204,0.5168,0.7103,2
2000,2000,0.5236,0.5183,0.7105,2
2000,2000,0.5252,0.5199,0.7106,2
2000,2000,0.5267,0.5214,0.7107,2
2000,2000,0.5282,0.523,0.7108,2
2000,2000,0.5298,0.5245,0.711,2
2000,2000,0.5313,0.5261,0.7111,2
2000,2000,0.5328,0.5276,0.7112,2
2000,2000,0.5343,0.5291,0.7113,2
2000,2000,0.5358,0.5306,0.7115,2
2000,2000,0.5373,0.5321,0.7116,2
2000,2000,0.5388,0.5336,0.7117,2
2000,2000,0.5391,0.5351,0.7118,2
2000,2000,0.5393,0.5366,0.7119,2
2000,2000,0.5396,0.538,0.7121,2
2000,2000,0.5399,0.5395,0.7122,2
2000,2000,0.5402,0.5409,0.7123,2
2000,2000,0.5405,0.5424,0.7124,2
2000,2000,0.5408,0.5438,0.7126,2
2000,2000,0.5411,0.5453,0.7127,2
2000,2000,0.5414,0.5467,0.7128,2
2000,2000,0.5417,0.5481,0.7129,2
2000,2000,0.5421,0.5496,0.7131,2
2000,2000,0.5425,0.551,0.7132,2
2000,2000,0.5429,0.5524,0.7133,2
2000,2000,0.5433,0.5538,0.7134,2
2000,2000,0.5437,0.5552,0.7135,2
2000,2000,0.5441,0.5566,0.7137,2
2000,2000,0.5445,0.558,0.7138,2
2000,2000,0.5449,0.5594,0.7139,2
